router_id,hour,latency_ms,packet_loss_pct,disconnects,connected_devices,signal_dbm,is_bad
R-1027,8,125,6.5,2,104,-70,false
R-1027,9,230,14.0,6,120,-81,true
R-1027,10,235,11.2,6,123,-80,true
R-1027,11,240,11.9,6,126,-79,true
R-1027,12,245,12.6,6,129,-82,true
R-1027,13,250,13.3,6,132,-81,true
R-1027,14,220,14.0,6,135,-80,true
R-1027,15,225,11.2,6,138,-79,true
R-1027,16,230,11.9,6,141,-82,true
R-1027,17,235,12.6,6,144,-81,true
R-1027,18,140,6.5,2,80,-68,false
R-1027,19,145,7.2,2,83,-67,false
R-1027,20,150,4.4,2,86,-70,false
R-1027,21,120,5.1,2,89,-69,false
R-1027,22,125,5.8,2,92,-68,false
R-1027,23,130,6.5,2,95,-67,false
R-1028,0,120,4.4,2,80,-70,false
R-1028,1,125,5.1,2,83,-69,false
R-1028,2,130,5.8,2,86,-68,false
R-1028,3,135,6.5,2,89,-67,false
R-1028,4,140,7.2,2,92,-70,false
R-1028,5,145,4.4,2,95,-69,false
R-1028,6,150,5.1,2,98,-68,false
R-1028,7,120,5.8,2,101,-67,false
R-1028,8,125,6.5,2,104,-70,false
R-1028,9,130,7.2,2,80,-69,false
R-1028,10,135,4.4,2,83,-68,false
R-1028,11,140,5.1,2,86,-67,false
R-1028,12,145,5.8,2,89,-70,false
R-1028,13,150,6.5,2,92,-69,false
R-1028,14,120,7.2,2,95,-68,false
R-1028,15,125,4.4,2,98,-67,false
R-1028,16,230,11.9,6,141,-82,true
R-1028,17,235,12.6,6,144,-81,true
R-1028,18,240,13.3,6,120,-80,true
R-1028,19,245,14.0,6,123,-79,true
R-1028,20,150,4.4,2,86,-70,false
R-1028,21,120,5.1,2,89,-69,false
R-1028,22,125,5.8,2,92,-68,false
R-1028,23,130,6.5,2,95,-67,false
R-1029,0,120,4.4,2,80,-70,false
R-1029,1,125,5.1,2,83,-69,false
R-1029,2,130,5.8,2,86,-68,false
R-1029,3,135,6.5,2,89,-67,false
R-1029,4,140,7.2,2,92,-70,false
R-1029,5,145,4.4,2,95,-69,false
R-1029,6,150,5.1,2,98,-68,false
R-1029,7,120,5.8,2,101,-67,false
R-1029,8,125,6.5,2,104,-70,false
R-1029,9,130,7.2,2,80,-69,false
R-1029,10,135,4.4,2,83,-68,false
R-1029,11,140,5.1,2,86,-67,false
R-1029,12,145,5.8,2,89,-70,false
R-1029,13,150,6.5,2,92,-69,false
R-1029,14,120,7.2,2,95,-68,false
R-1029,15,125,4.4,2,98,-67,false
R-1029,16,230,11.9,6,141,-82,true
R-1029,17,235,12.6,6,144,-81,true
R-1029,18,240,13.3,6,120,-80,true
R-1029,19,245,14.0,6,123,-79,true
R-1029,20,150,4.4,2,86,-70,false
R-1029,21,120,5.1,2,89,-69,false
R-1029,22,125,5.8,2,92,-68,false
R-1029,23,130,6.5,2,95,-67,false
R-1030,0,120,4.4,2,80,-70,false
R-1030,1,125,5.1,2,83,-69,false
R-1030,2,130,5.8,2,86,-68,false
R-1030,3,135,6.5,2,89,-67,false
R-1030,4,140,7.2,2,92,-70,false
R-1030,5,145,4.4,2,95,-69,false
R-1030,6,150,5.1,2,98,-68,false
R-1030,7,120,5.8,2,101,-67,false
R-1030,8,125,6.5,2,104,-70,false
R-1030,9,130,7.2,2,80,-69,false
R-1030,10,135,4.4,2,83,-68,false
R-1030,11,140,5.1,2,86,-67,false
R-1030,12,145,5.8,2,89,-70,false
R-1030,13,150,6.5,2,92,-69,false
R-1030,14,120,7.2,2,95,-68,false
R-1030,15,125,4.4,2,98,-67,false
R-1030,16,230,11.9,6,141,-82,true
R-1030,17,235,12.6,6,144,-81,true
R-1030,18,240,13.3,6,120,-80,true
R-1030,19,245,14.0,6,123,-79,true
R-1030,20,150,4.4,2,86,-70,false
R-1030,21,120,5.1,2,89,-69,false
R-1030,22,125,5.8,2,92,-68,false
R-1030,23,130,6.5,2,95,-67,false
R-1031,0,70,1.2,1,50,-60,false
R-1031,1,75,1.9,1,53,-59,false
R-1031,2,80,2.6,1,56,-58,false
R-1031,3,85,3.3,1,59,-57,false
R-1031,4,90,4.0,1,62,-60,false
R-1031,5,95,1.2,1,65,-59,false
R-1031,6,100,1.9,1,68,-58,false
R-1031,7,70,2.6,1,71,-57,false
R-1031,8,75,3.3,1,74,-60,false
R-1031,9,80,4.0,1,50,-59,false
R-1031,10,85,1.2,1,53,-58,false
R-1031,11,90,1.9,1,56,-57,false
R-1031,12,95,2.6,1,59,-60,false
R-1031,13,100,3.3,1,62,-59,false
R-1031,14,70,4.0,1,65,-58,false
R-1031,15,75,1.2,1,68,-57,false
R-1031,16,80,1.9,1,71,-60,false
R-1031,17,85,2.6,1,74,-59,false
R-1031,18,90,3.3,1,50,-58,false
R-1031,19,95,4.0,1,53,-57,false
R-1031,20,250,11.2,6,126,-82,true
R-1031,21,70,1.9,1,59,-59,false
R-1031,22,75,2.6,1,62,-58,false
R-1031,23,80,3.3,1,65,-57,false
R-1032,0,70,1.2,1,50,-60,false
R-1032,1,75,1.9,1,53,-59,false
R-1032,2,80,2.6,1,56,-58,false
R-1032,3,85,3.3,1,59,-57,false
R-1032,4,90,4.0,1,62,-60,false
R-1032,5,95,1.2,1,65,-59,false
R-1032,6,100,1.9,1,68,-58,false
R-1032,7,70,2.6,1,71,-57,false
R-1032,8,75,3.3,1,74,-60,false
R-1032,9,80,4.0,1,50,-59,false
R-1032,10,85,1.2,1,53,-58,false
R-1032,11,90,1.9,1,56,-57,false
R-1032,12,95,2.6,1,59,-60,false
R-1032,13,100,3.3,1,62,-59,false
R-1032,14,70,4.0,1,65,-58,false
R-1032,15,75,1.2,1,68,-57,false
R-1032,16,80,1.9,1,71,-60,false
R-1032,17,85,2.6,1,74,-59,false
R-1032,18,90,3.3,1,50,-58,false
R-1032,19,95,4.0,1,53,-57,false
R-1032,20,250,11.2,6,126,-82,true
R-1032,21,70,1.9,1,59,-59,false
R-1032,22,75,2.6,1,62,-58,false
R-1032,23,80,3.3,1,65,-57,false
R-1033,0,70,1.2,1,50,-60,false
R-1033,1,75,1.9,1,53,-59,false
R-1033,2,80,2.6,1,56,-58,false
R-1033,3,85,3.3,1,59,-57,false
R-1033,4,90,4.0,1,62,-60,false
R-1033,5,95,1.2,1,65,-59,false
R-1033,6,100,1.9,1,68,-58,false
R-1033,7,70,2.6,1,71,-57,false
R-1033,8,75,3.3,1,74,-60,false
R-1033,9,80,4.0,1,50,-59,false
R-1033,10,85,1.2,1,53,-58,false
R-1033,11,90,1.9,1,56,-57,false
R-1033,12,95,2.6,1,59,-60,false
R-1033,13,100,3.3,1,62,-59,false
R-1033,14,70,4.0,1,65,-58,false
R-1033,15,75,1.2,1,68,-57,false
R-1033,16,80,1.9,1,71,-60,false
R-1033,17,85,2.6,1,74,-59,false
R-1033,18,90,3.3,1,50,-58,false
R-1033,19,95,4.0,1,53,-57,false
R-1033,20,100,1.2,1,56,-60,false
R-1033,21,70,1.9,1,59,-59,false
R-1033,22,75,2.6,1,62,-58,false
R-1033,23,80,3.3,1,65,-57,false
R-1034,0,70,1.2,1,50,-60,false
R-1034,1,75,1.9,1,53,-59,false
R-1034,2,80,2.6,1,56,-58,false
R-1034,3,85,3.3,1,59,-57,false
R-1034,4,90,4.0,1,62,-60,false
R-1034,5,95,1.2,1,65,-59,false
R-1034,6,100,1.9,1,68,-58,false
R-1034,7,70,2.6,1,71,-57,false
R-1034,8,75,3.3,1,74,-60,false
R-1034,9,80,4.0,1,50,-59,false
R-1034,10,85,1.2,1,53,-58,false
R-1034,11,90,1.9,1,56,-57,false
R-1034,12,95,2.6,1,59,-60,false
R-1034,13,100,3.3,1,62,-59,false
R-1034,14,70,4.0,1,65,-58,false
R-1034,15,75,1.2,1,68,-57,false
R-1034,16,80,1.9,1,71,-60,false
R-1034,17,85,2.6,1,74,-59,false
R-1034,18,90,3.3,1,50,-58,false
R-1034,19,95,4.0,1,53,-57,false
R-1034,20,100,1.2,1,56,-60,false
R-1034,21,70,1.9,1,59,-59,false
R-1034,22,75,2.6,1,62,-58,false
R-1034,23,80,3.3,1,65,-57,false
R-1035,0,120,4.4,2,80,-70,false
R-1035,1,125,5.1,2,83,-69,false
R-1035,2,130,5.8,2,86,-68,false
R-1035,3,135,6.5,2,89,-67,false
R-1035,4,140,7.2,2,92,-70,false
R-1035,5,145,4.4,2,95,-69,false
R-1035,6,150,5.1,2,98,-68,false
R-1035,7,120,5.8,2,101,-67,false
R-1035,8,125,6.5,2,104,-70,false
R-1035,9,230,14.0,6,120,-81,true
R-1035,10,235,11.2,6,123,-80,true
R-1035,11,240,11.9,6,126,-79,true
R-1035,12,245,12.6,6,129,-82,true
R-1035,13,250,13.3,6,132,-81,true
R-1035,14,220,14.0,6,135,-80,true
R-1035,15,225,11.2,6,138,-79,true
R-1035,16,230,11.9,6,141,-82,true
R-1035,17,235,12.6,6,144,-81,true
R-1035,18,140,6.5,2,80,-68,false
R-1035,19,145,7.2,2,83,-67,false
R-1035,20,150,4.4,2,86,-70,false
R-1035,21,120,5.1,2,89,-69,false
R-1035,22,125,5.8,2,92,-68,false
R-1035,23,130,6.5,2,95,-67,false
R-1036,0,120,4.4,2,80,-70,false
R-1036,1,125,5.1,2,83,-69,false
R-1036,2,130,5.8,2,86,-68,false
R-1036,3,135,6.5,2,89,-67,false
R-1036,4,140,7.2,2,92,-70,false
R-1036,5,145,4.4,2,95,-69,false
R-1036,6,150,5.1,2,98,-68,false
R-1036,7,120,5.8,2,101,-67,false
R-1036,8,125,6.5,2,104,-70,false
R-1036,9,130,7.2,2,80,-69,false
R-1036,10,135,4.4,2,83,-68,false
R-1036,11,140,5.1,2,86,-67,false
R-1036,12,145,5.8,2,89,-70,false
R-1036,13,150,6.5,2,92,-69,false
R-1036,14,120,7.2,2,95,-68,false
R-1036,15,125,4.4,2,98,-67,false
R-1036,16,230,11.9,6,141,-82,true
R-1036,17,235,12.6,6,144,-81,true
R-1036,18,240,13.3,6,120,-80,true
R-1036,19,245,14.0,6,123,-79,true
R-1036,20,150,4.4,2,86,-70,false
R-1036,21,120,5.1,2,89,-69,false
R-1036,22,125,5.8,2,92,-68,false
R-1036,23,130,6.5,2,95,-67,false
R-1037,0,120,4.4,2,80,-70,false
R-1037,1,125,5.1,2,83,-69,false
R-1037,2,130,5.8,2,86,-68,false
R-1037,3,135,6.5,2,89,-67,false
R-1037,4,140,7.2,2,92,-70,false
R-1037,5,145,4.4,2,95,-69,false
R-1037,6,150,5.1,2,98,-68,false
R-1037,7,120,5.8,2,101,-67,false
R-1037,8,125,6.5,2,104,-70,false
R-1037,9,130,7.2,2,80,-69,false
R-1037,10,135,4.4,2,83,-68,false
R-1037,11,140,5.1,2,86,-67,false
R-1037,12,145,5.8,2,89,-70,false
R-1037,13,150,6.5,2,92,-69,false
R-1037,14,120,7.2,2,95,-68,false
R-1037,15,125,4.4,2,98,-67,false
R-1037,16,230,11.9,6,141,-82,true
R-1037,17,235,12.6,6,144,-81,true
R-1037,18,240,13.3,6,120,-80,true
R-1037,19,245,14.0,6,123,-79,true
R-1037,20,150,4.4,2,86,-70,false
R-1037,21,120,5.1,2,89,-69,false
R-1037,22,125,5.8,2,92,-68,false
R-1037,23,130,6.5,2,95,-67,false
R-1038,0,120,4.4,2,80,-70,false
R-1038,1,125,5.1,2,83,-69,false
R-1038,2,130,5.8,2,86,-68,false
R-1038,3,135,6.5,2,89,-67,false
R-1038,4,140,7.2,2,92,-70,false
R-1038,5,145,4.4,2,95,-69,false
R-1038,6,150,5.1,2,98,-68,false
R-1038,7,120,5.8,2,101,-67,false
R-1038,8,125,6.5,2,104,-70,false
R-1038,9,130,7.2,2,80,-69,false
R-1038,10,135,4.4,2,83,-68,false
R-1038,11,140,5.1,2,86,-67,false
R-1038,12,145,5.8,2,89,-70,false
R-1038,13,150,6.5,2,92,-69,false
R-1038,14,120,7.2,2,95,-68,false
R-1038,15,125,4.4,2,98,-67,false
R-1038,16,230,11.9,6,141,-82,true
R-1038,17,235,12.6,6,144,-81,true
R-1038,18,240,13.3,6,120,-80,true
R-1038,19,245,14.0,6,123,-79,true
R-1038,20,150,4.4,2,86,-70,false
R-1038,21,120,5.1,2,89,-69,false
R-1038,22,125,5.8,2,92,-68,false
R-1038,23,130,6.5,2,95,-67,false
R-1039,0,70,1.2,1,50,-60,false
R-1039,1,75,1.9,1,53,-59,false
R-1039,2,80,2.6,1,56,-58,false
R-1039,3,85,3.3,1,59,-57,false
R-1039,4,90,4.0,1,62,-60,false
R-1039,5,95,1.2,1,65,-59,false
R-1039,6,100,1.9,1,68,-58,false
R-1039,7,70,2.6,1,71,-57,false
R-1039,8,75,3.3,1,74,-60,false
R-1039,9,80,4.0,1,50,-59,false
R-1039,10,85,1.2,1,53,-58,false
R-1039,11,90,1.9,1,56,-57,false
R-1039,12,95,2.6,1,59,-60,false
R-1039,13,100,3.3,1,62,-59,false
R-1039,14,70,4.0,1,65,-58,false
R-1039,15,75,1.2,1,68,-57,false
R-1039,16,80,1.9,1,71,-60,false
R-1039,17,85,2.6,1,74,-59,false
R-1039,18,90,3.3,1,50,-58,false
R-1039,19,95,4.0,1,53,-57,false
R-1039,20,250,11.2,6,126,-82,true
R-1039,21,70,1.9,1,59,-59,false
R-1039,22,75,2.6,1,62,-58,false
R-1039,23,80,3.3,1,65,-57,false
R-1040,0,70,1.2,1,50,-60,false
R-1040,1,75,1.9,1,53,-59,false
R-1040,2,80,2.6,1,56,-58,false
R-1040,3,85,3.3,1,59,-57,false
R-1040,4,90,4.0,1,62,-60,false
R-1040,5,95,1.2,1,65,-59,false
R-1040,6,100,1.9,1,68,-58,false
R-1040,7,70,2.6,1,71,-57,false
R-1040,8,75,3.3,1,74,-60,false
R-1040,9,80,4.0,1,50,-59,false
R-1040,10,85,1.2,1,53,-58,false
R-1040,11,90,1.9,1,56,-57,false
R-1040,12,95,2.6,1,59,-60,false
R-1040,13,100,3.3,1,62,-59,false
R-1040,14,70,4.0,1,65,-58,false
R-1040,15,75,1.2,1,68,-57,false
R-1040,16,80,1.9,1,71,-60,false
R-1040,17,85,2.6,1,74,-59,false
R-1040,18,90,3.3,1,50,-58,false
R-1040,19,95,4.0,1,53,-57,false
R-1040,20,250,11.2,6,126,-82,true
R-1040,21,70,1.9,1,59,-59,false
R-1040,22,75,2.6,1,62,-58,false
R-1040,23,80,3.3,1,65,-57,false
R-1041,0,70,1.2,1,50,-60,false
R-1041,1,75,1.9,1,53,-59,false
R-1041,2,80,2.6,1,56,-58,false
R-1041,3,85,3.3,1,59,-57,false
R-1041,4,90,4.0,1,62,-60,false
R-1041,5,95,1.2,1,65,-59,false
R-1041,6,100,1.9,1,68,-58,false
R-1041,7,70,2.6,1,71,-57,false
R-1041,8,75,3.3,1,74,-60,false
R-1041,9,80,4.0,1,50,-59,false
R-1041,10,85,1.2,1,53,-58,false
R-1041,11,90,1.9,1,56,-57,false
R-1041,12,95,2.6,1,59,-60,false
R-1041,13,100,3.3,1,62,-59,false
R-1041,14,70,4.0,1,65,-58,false
R-1041,15,75,1.2,1,68,-57,false
R-1041,16,80,1.9,1,71,-60,false
R-1041,17,85,2.6,1,74,-59,false
R-1041,18,90,3.3,1,50,-58,false
R-1041,19,95,4.0,1,53,-57,false
R-1041,20,100,1.2,1,56,-60,false
R-1041,21,70,1.9,1,59,-59,false
R-1041,22,75,2.6,1,62,-58,false
R-1041,23,80,3.3,1,65,-57,false
R-1042,0,70,1.2,1,50,-60,false
R-1042,1,75,1.9,1,53,-59,false
R-1042,2,80,2.6,1,56,-58,false
R-1042,3,85,3.3,1,59,-57,false
R-1042,4,90,4.0,1,62,-60,false
R-1042,5,95,1.2,1,65,-59,false
R-1042,6,100,1.9,1,68,-58,false
R-1042,7,70,2.6,1,71,-57,false
R-1042,8,75,3.3,1,74,-60,false
R-1042,9,80,4.0,1,50,-59,false
R-1042,10,85,1.2,1,53,-58,false
R-1042,11,90,1.9,1,56,-57,false
R-1042,12,95,2.6,1,59,-60,false
R-1042,13,100,3.3,1,62,-59,false
R-1042,14,70,4.0,1,65,-58,false
R-1042,15,75,1.2,1,68,-57,false
R-1042,16,80,1.9,1,71,-60,false
R-1042,17,85,2.6,1,74,-59,false
R-1042,18,90,3.3,1,50,-58,false
R-1042,19,95,4.0,1,53,-57,false
R-1042,20,100,1.2,1,56,-60,false
R-1042,21,70,1.9,1,59,-59,false
R-1042,22,75,2.6,1,62,-58,false
R-1042,23,80,3.3,1,65,-57,false
R-1043,0,120,4.4,2,80,-70,false
R-1043,1,125,5.1,2,83,-69,false
R-1043,2,130,5.8,2,86,-68,false
R-1043,3,135,6.5,2,89,-67,false
R-1043,4,140,7.2,2,92,-70,false
R-1043,5,145,4.4,2,95,-69,false
R-1043,6,150,5.1,2,98,-68,false
R-1043,7,120,5.8,2,101,-67,false
R-1043,8,125,6.5,2,104,-70,false
R-1043,9,230,14.0,6,120,-81,true
R-1043,10,235,11.2,6,123,-80,true
R-1043,11,240,11.9,6,126,-79,true
R-1043,12,245,12.6,6,129,-82,true
R-1043,13,250,13.3,6,132,-81,true
R-1043,14,220,14.0,6,135,-80,true
R-1043,15,225,11.2,6,138,-79,true
R-1043,16,230,11.9,6,141,-82,true
R-1043,17,235,12.6,6,144,-81,true
R-1043,18,140,6.5,2,80,-68,false
R-1043,19,145,7.2,2,83,-67,false
R-1043,20,150,4.4,2,86,-70,false
R-1043,21,120,5.1,2,89,-69,false
R-1043,22,125,5.8,2,92,-68,false
R-1043,23,130,6.5,2,95,-67,false
R-1044,0,120,4.4,2,80,-70,false
R-1044,1,125,5.1,2,83,-69,false
R-1044,2,130,5.8,2,86,-68,false
R-1044,3,135,6.5,2,89,-67,false
R-1044,4,140,7.2,2,92,-70,false
R-1044,5,145,4.4,2,95,-69,false
R-1044,6,150,5.1,2,98,-68,false
R-1044,7,120,5.8,2,101,-67,false
R-1044,8,125,6.5,2,104,-70,false
R-1044,9,130,7.2,2,80,-69,false
R-1044,10,135,4.4,2,83,-68,false
R-1044,11,140,5.1,2,86,-67,false
R-1044,12,145,5.8,2,89,-70,false
R-1044,13,150,6.5,2,92,-69,false
R-1044,14,120,7.2,2,95,-68,false
R-1044,15,125,4.4,2,98,-67,false
R-1044,16,230,11.9,6,141,-82,true
R-1044,17,235,12.6,6,144,-81,true
R-1044,18,240,13.3,6,120,-80,true
R-1044,19,245,14.0,6,123,-79,true
R-1044,20,150,4.4,2,86,-70,false
R-1044,21,120,5.1,2,89,-69,false
R-1044,22,125,5.8,2,92,-68,false
R-1044,23,130,6.5,2,95,-67,false
R-1045,0,120,4.4,2,80,-70,false
R-1045,1,125,5.1,2,83,-69,false
R-1045,2,130,5.8,2,86,-68,false
R-1045,3,135,6.5,2,89,-67,false
R-1045,4,140,7.2,2,92,-70,false
R-1045,5,145,4.4,2,95,-69,false
R-1045,6,150,5.1,2,98,-68,false
R-1045,7,120,5.8,2,101,-67,false
R-1045,8,125,6.5,2,104,-70,false
R-1045,9,130,7.2,2,80,-69,false
R-1045,10,135,4.4,2,83,-68,false
R-1045,11,140,5.1,2,86,-67,false
R-1045,12,145,5.8,2,89,-70,false
R-1045,13,150,6.5,2,92,-69,false
R-1045,14,120,7.2,2,95,-68,false
R-1045,15,125,4.4,2,98,-67,false
R-1045,16,230,11.9,6,141,-82,true
R-1045,17,235,12.6,6,144,-81,true
R-1045,18,240,13.3,6,120,-80,true
R-1045,19,245,14.0,6,123,-79,true
R-1045,20,150,4.4,2,86,-70,false
R-1045,21,120,5.1,2,89,-69,false
R-1045,22,125,5.8,2,92,-68,false
R-1045,23,130,6.5,2,95,-67,false
R-1046,0,120,4.4,2,80,-70,false
R-1046,1,125,5.1,2,83,-69,false
R-1046,2,130,5.8,2,86,-68,false
R-1046,3,135,6.5,2,89,-67,false
R-1046,4,140,7.2,2,92,-70,false
R-1046,5,145,4.4,2,95,-69,false
R-1046,6,150,5.1,2,98,-68,false
R-1046,7,120,5.8,2,101,-67,false
R-1046,8,125,6.5,2,104,-70,false
R-1046,9,130,7.2,2,80,-69,false
R-1046,10,135,4.4,2,83,-68,false
R-1046,11,140,5.1,2,86,-67,false
R-1046,12,145,5.8,2,89,-70,false
R-1046,13,150,6.5,2,92,-69,false
R-1046,14,120,7.2,2,95,-68,false
R-1046,15,125,4.4,2,98,-67,false
R-1046,16,230,11.9,6,141,-82,true
R-1046,17,235,12.6,6,144,-81,true
R-1046,18,240,13.3,6,120,-80,true
R-1046,19,245,14.0,6,123,-79,true
R-1046,20,150,4.4,2,86,-70,false
R-1046,21,120,5.1,2,89,-69,false
R-1046,22,125,5.8,2,92,-68,false
R-1046,23,130,6.5,2,95,-67,false
R-1047,0,120,4.4,2,80,-70,false
R-1047,1,125,5.1,2,83,-69,false
R-1047,2,130,5.8,2,86,-68,false
R-1047,3,135,6.5,2,89,-67,false
R-1047,4,140,7.2,2,92,-70,false
R-1047,5,145,4.4,2,95,-69,false
R-1047,6,150,5.1,2,98,-68,false
R-1047,7,120,5.8,2,101,-67,false
R-1047,8,125,6.5,2,104,-70,false
R-1047,9,130,7.2,2,80,-69,false
R-1047,10,135,4.4,2,83,-68,false
R-1047,11,140,5.1,2,86,-67,false
R-1047,12,145,5.8,2,89,-70,false
R-1047,13,150,6.5,2,92,-69,false
R-1047,14,120,7.2,2,95,-68,false
R-1047,15,125,4.4,2,98,-67,false
R-1047,16,230,11.9,6,141,-82,true
R-1047,17,235,12.6,6,144,-81,true
R-1047,18,240,13.3,6,120,-80,true
R-1047,19,245,14.0,6,123,-79,true
R-1047,20,150,4.4,2,86,-70,false
R-1047,21,120,5.1,2,89,-69,false
R-1047,22,125,5.8,2,92,-68,false
R-1047,23,130,6.5,2,95,-67,false
R-1048,0,70,1.2,1,50,-60,false
R-1048,1,75,1.9,1,53,-59,false
R-1048,2,80,2.6,1,56,-58,false
R-1048,3,85,3.3,1,59,-57,false
R-1048,4,90,4.0,1,62,-60,false
R-1048,5,95,1.2,1,65,-59,false
R-1048,6,100,1.9,1,68,-58,false
R-1048,7,70,2.6,1,71,-57,false
R-1048,8,75,3.3,1,74,-60,false
R-1048,9,80,4.0,1,50,-59,false
R-1048,10,85,1.2,1,53,-58,false
R-1048,11,90,1.9,1,56,-57,false
R-1048,12,95,2.6,1,59,-60,false
R-1048,13,100,3.3,1,62,-59,false
R-1048,14,70,4.0,1,65,-58,false
R-1048,15,75,1.2,1,68,-57,false
R-1048,16,80,1.9,1,71,-60,false
R-1048,17,85,2.6,1,74,-59,false
R-1048,18,90,3.3,1,50,-58,false
R-1048,19,95,4.0,1,53,-57,false
R-1048,20,250,11.2,6,126,-82,true
R-1048,21,70,1.9,1,59,-59,false
R-1048,22,75,2.6,1,62,-58,false
R-1048,23,80,3.3,1,65,-57,false
R-1049,0,70,1.2,1,50,-60,false
R-1049,1,75,1.9,1,53,-59,false
R-1049,2,80,2.6,1,56,-58,false
R-1049,3,85,3.3,1,59,-57,false
R-1049,4,90,4.0,1,62,-60,false
R-1049,5,95,1.2,1,65,-59,false
R-1049,6,100,1.9,1,68,-58,false
R-1049,7,70,2.6,1,71,-57,false
R-1049,8,75,3.3,1,74,-60,false
R-1049,9,80,4.0,1,50,-59,false
R-1049,10,85,1.2,1,53,-58,false
R-1049,11,90,1.9,1,56,-57,false
R-1049,12,95,2.6,1,59,-60,false
R-1049,13,100,3.3,1,62,-59,false
R-1049,14,70,4.0,1,65,-58,false
R-1049,15,75,1.2,1,68,-57,false
R-1049,16,80,1.9,1,71,-60,false
R-1049,17,85,2.6,1,74,-59,false
R-1049,18,90,3.3,1,50,-58,false
R-1049,19,95,4.0,1,53,-57,false
R-1049,20,100,1.2,1,56,-60,false
R-1049,21,70,1.9,1,59,-59,false
R-1049,22,75,2.6,1,62,-58,false
R-1049,23,80,3.3,1,65,-57,false
R-1050,0,70,1.2,1,50,-60,false
R-1050,1,75,1.9,1,53,-59,false
R-1050,2,80,2.6,1,56,-58,false
R-1050,3,85,3.3,1,59,-57,false
R-1050,4,90,4.0,1,62,-60,false
R-1050,5,95,1.2,1,65,-59,false
R-1050,6,100,1.9,1,68,-58,false
R-1050,7,70,2.6,1,71,-57,false
R-1050,8,75,3.3,1,74,-60,false
R-1050,9,80,4.0,1,50,-59,false
R-1050,10,85,1.2,1,53,-58,false
R-1050,11,90,1.9,1,56,-57,false
R-1050,12,95,2.6,1,59,-60,false
R-1050,13,100,3.3,1,62,-59,false
R-1050,14,70,4.0,1,65,-58,false
R-1050,15,75,1.2,1,68,-57,false
R-1050,16,80,1.9,1,71,-60,false
R-1050,17,85,2.6,1,74,-59,false
R-1050,18,90,3.3,1,50,-58,false
R-1050,19,95,4.0,1,53,-57,false
R-1050,20,100,1.2,1,56,-60,false
R-1050,21,70,1.9,1,59,-59,false
R-1050,22,75,2.6,1,62,-58,false
R-1050,23,80,3.3,1,65,-57,false
R-1051,0,120,4.4,2,80,-70,false
R-1051,1,125,5.1,2,83,-69,false
R-1051,2,130,5.8,2,86,-68,false
R-1051,3,135,6.5,2,89,-67,false
R-1051,4,140,7.2,2,92,-70,false
R-1051,5,145,4.4,2,95,-69,false
R-1051,6,150,5.1,2,98,-68,false
R-1051,7,120,5.8,2,101,-67,false
R-1051,8,125,6.5,2,104,-70,false
R-1051,9,230,14.0,6,120,-81,true
R-1051,10,235,11.2,6,123,-80,true
R-1051,11,240,11.9,6,126,-79,true
R-1051,12,245,12.6,6,129,-82,true
R-1051,13,250,13.3,6,132,-81,true
R-1051,14,220,14.0,6,135,-80,true
R-1051,15,225,11.2,6,138,-79,true
R-1051,16,230,11.9,6,141,-82,true
R-1051,17,235,12.6,6,144,-81,true
R-1051,18,140,6.5,2,80,-68,false
R-1051,19,145,7.2,2,83,-67,false
R-1051,20,150,4.4,2,86,-70,false
R-1051,21,120,5.1,2,89,-69,false
R-1051,22,125,5.8,2,92,-68,false
R-1051,23,130,6.5,2,95,-67,false
R-1052,0,120,4.4,2,80,-70,false
R-1052,1,125,5.1,2,83,-69,false
R-1052,2,130,5.8,2,86,-68,false
R-1052,3,135,6.5,2,89,-67,false
R-1052,4,140,7.2,2,92,-70,false
R-1052,5,145,4.4,2,95,-69,false
R-1052,6,150,5.1,2,98,-68,false
R-1052,7,120,5.8,2,101,-67,false
R-1052,8,125,6.5,2,104,-70,false
R-1052,9,130,7.2,2,80,-69,false
R-1052,10,135,4.4,2,83,-68,false
R-1052,11,140,5.1,2,86,-67,false
R-1052,12,145,5.8,2,89,-70,false
R-1052,13,150,6.5,2,92,-69,false
R-1052,14,120,7.2,2,95,-68,false
R-1052,15,125,4.4,2,98,-67,false
R-1052,16,230,11.9,6,141,-82,true
R-1052,17,235,12.6,6,144,-81,true
R-1052,18,240,13.3,6,120,-80,true
R-1052,19,245,14.0,6,123,-79,true
R-1052,20,150,4.4,2,86,-70,false
R-1052,21,120,5.1,2,89,-69,false
R-1052,22,125,5.8,2,92,-68,false
R-1052,23,130,6.5,2,95,-67,false
R-1053,0,120,4.4,2,80,-70,false
R-1053,1,125,5.1,2,83,-69,false
R-1053,2,130,5.8,2,86,-68,false
R-1053,3,135,6.5,2,89,-67,false
R-1053,4,140,7.2,2,92,-70,false
R-1053,5,145,4.4,2,95,-69,false
R-1053,6,150,5.1,2,98,-68,false
R-1053,7,120,5.8,2,101,-67,false
R-1053,8,125,6.5,2,104,-70,false
R-1053,9,130,7.2,2,80,-69,false
R-1053,10,135,4.4,2,83,-68,false
R-1053,11,140,5.1,2,86,-67,false
R-1053,12,145,5.8,2,89,-70,false
R-1053,13,150,6.5,2,92,-69,false
R-1053,14,120,7.2,2,95,-68,false
R-1053,15,125,4.4,2,98,-67,false
R-1053,16,230,11.9,6,141,-82,true
R-1053,17,235,12.6,6,144,-81,true
